"exp","id","sex","age","handedness","threshold","block","condition","instruction","axis","trial","motion","absmotion","iti","response","rt","accuracy","answer"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",28,0.0249999970197677,0.0249999970197677,4.77966200206458,"right",850,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",29,-0.0249999970197677,0.0249999970197677,4.80447039355992,"left",5177,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",30,0.224999997019768,0.224999997019768,5.02271882826314,"right",937,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",31,0.0249999970197677,0.0249999970197677,4.97115434749971,"left",1065,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",32,-0.124999997019768,0.124999997019768,5.15675902008066,"left",786,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",33,0.0249999970197677,0.0249999970197677,5.02773311926865,"right",785,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",34,-0.124999997019768,0.124999997019768,5.53755724301558,"left",683,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",35,0.17499998,0.17499998,5.35245556554443,"left",580,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",36,0.224999997019768,0.224999997019768,5.55674871599955,"right",807,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",37,-0.0749999970197678,0.0749999970197678,5.03826954988587,"right",1229,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",38,0.124999997019768,0.124999997019768,5.21865308790678,"right",938,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",39,0.224999997019768,0.224999997019768,4.86963887794937,"right",940,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",40,0.0749999970197678,0.0749999970197678,4.54788036366192,"left",796,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",41,-0.224999997019768,0.224999997019768,4.55044693667655,"right",1824,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",42,0.0249999970197677,0.0249999970197677,4.84265719815988,"left",1074,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",43,0.17499998,0.17499998,4.51676450743279,"right",1426,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",44,0.124999997019768,0.124999997019768,5.43938284407495,"right",941,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",45,-0.0749999970197678,0.0749999970197678,5.55913941029909,"right",974,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",46,-0.0749999970197678,0.0749999970197678,5.16235988231026,"left",943,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",47,0.0249999970197677,0.0249999970197677,5.00710870386975,"right",1221,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",48,-0.0249999970197677,0.0249999970197677,4.96351322828338,"left",1691,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",49,0.124999997019768,0.124999997019768,4.79345825000912,"left",5240,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",50,0.17499998,0.17499998,5.07785723494121,"right",804,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",51,-0.17499998,0.17499998,5.28580202500136,"left",735,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",52,0.17499998,0.17499998,5.19241949820072,"right",893,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",53,0.224999997019768,0.224999997019768,4.67188656344256,"left",127,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",54,-0.17499998,0.17499998,5.41484221044961,"right",1074,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",55,0.17499998,0.17499998,4.83308334556234,"right",956,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",56,0.0249999970197677,0.0249999970197677,5.29008502752064,"right",1417,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",57,-0.0749999970197678,0.0749999970197678,4.98927256184537,"left",863,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",58,-0.17499998,0.17499998,5.25078626436701,"right",901,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",59,0.0249999970197677,0.0249999970197677,5.01368477944338,"right",1432,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",60,-0.0749999970197678,0.0749999970197678,5.03658457701813,"left",3583,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",61,0.0749999970197678,0.0749999970197678,4.24236947912242,"right",865,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",62,0.0749999970197678,0.0749999970197678,4.63661777011075,"left",1280,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",63,0.124999997019768,0.124999997019768,4.77286689222056,"left",1319,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",64,0.0749999970197678,0.0749999970197678,4.74473972318377,"right",869,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",65,-0.0249999970197677,0.0249999970197677,5.07657294876313,"left",5406,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",66,0.0749999970197678,0.0749999970197678,5.04242357295239,"right",954,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",67,-0.0749999970197678,0.0749999970197678,5.17108937456881,"left",811,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",68,-0.124999997019768,0.124999997019768,4.55296437414314,"right",916,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",69,-0.224999997019768,0.224999997019768,5.25957533721638,"left",757,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",70,-0.0749999970197678,0.0749999970197678,5.27687137125539,"left",992,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",71,0.124999997019768,0.124999997019768,5.19082188759637,"right",790,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",72,-0.17499998,0.17499998,4.99068236777495,"right",998,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",73,0.124999997019768,0.124999997019768,4.97310424317445,"right",912,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",74,-0.124999997019768,0.124999997019768,5.39640749492296,"left",3958,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",75,0.0249999970197677,0.0249999970197677,4.57559358933233,"right",1020,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",76,0.0749999970197678,0.0749999970197678,5.33827546098727,"right",1000,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",77,0.0749999970197678,0.0749999970197678,4.8808918363262,"left",325,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",78,0.124999997019768,0.124999997019768,4.7774859054134,"right",767,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",79,0.224999997019768,0.224999997019768,4.92805012941288,"left",1220,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",80,-0.0249999970197677,0.0249999970197677,5.20071851730349,"left",2561,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",81,0.224999997019768,0.224999997019768,5.28607012675334,"right",837,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",82,-0.124999997019768,0.124999997019768,4.94586639108103,"left",5470,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",83,-0.0249999970197677,0.0249999970197677,4.80684065740061,"right",990,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",84,-0.0249999970197677,0.0249999970197677,4.77738143627992,"left",1045,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",85,-0.0749999970197678,0.0749999970197678,4.70262028227823,"left",845,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",86,0.0749999970197678,0.0749999970197678,5.0516448870115,"left",1015,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",87,0.17499998,0.17499998,4.96097291325245,"left",5127,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",88,0.17499998,0.17499998,4.90901373937047,"right",742,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",89,-0.224999997019768,0.224999997019768,4.63563607688322,"left",976,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",90,0.0749999970197678,0.0749999970197678,5.21956929633624,"right",890,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",91,0.0749999970197678,0.0749999970197678,4.78874252610673,"left",1484,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",92,-0.17499998,0.17499998,4.46309865768223,"left",3531,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",93,0.17499998,0.17499998,5.0997565572798,"right",911,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",94,0.124999997019768,0.124999997019768,5.07240611206411,"left",5591,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",95,-0.224999997019768,0.224999997019768,5.1090824205527,"right",760,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",96,-0.124999997019768,0.124999997019768,4.73112953345871,"left",867,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",97,0.224999997019768,0.224999997019768,4.79210542242793,"right",1506,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",98,0.17499998,0.17499998,4.61161640701202,"left",1858,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",99,-0.0249999970197677,0.0249999970197677,4.74671057477227,"left",1034,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"probability","left","yaw",100,-0.124999997019768,0.124999997019768,5.10436676198515,"left",1892,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",1,0.124999997019768,0.124999997019768,5.0352732495969,"right",875,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",2,0.124999997019768,0.124999997019768,5.36917851504129,"left",839,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",3,0.0749999970197678,0.0749999970197678,5.00742405757099,"right",828,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",4,0.124999997019768,0.124999997019768,4.29226320745502,"left",1005,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",5,0.124999997019768,0.124999997019768,5.03027500102966,"right",960,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",6,0.0249999970197677,0.0249999970197677,4.94928811412553,"left",4531,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",7,-0.0249999970197677,0.0249999970197677,4.84146066532683,"right",1025,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",8,-0.0249999970197677,0.0249999970197677,5.13034088237274,"left",1500,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",9,-0.124999997019768,0.124999997019768,5.02078752545279,"left",1987,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",10,0.224999997019768,0.224999997019768,4.9400611878171,"right",740,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",11,-0.224999997019768,0.224999997019768,4.7842542846179,"left",1123,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",12,-0.224999997019768,0.224999997019768,5.19647572263766,"right",846,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",13,-0.124999997019768,0.124999997019768,5.67449032429781,"right",1911,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",14,-0.124999997019768,0.124999997019768,5.08851423694707,"left",864,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",15,-0.0749999970197678,0.0749999970197678,4.75560381716868,"right",845,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",16,-0.17499998,0.17499998,4.60590878768262,"right",1075,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",17,-0.224999997019768,0.224999997019768,5.20663607444487,"left",831,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",18,-0.0249999970197677,0.0249999970197677,4.74848855788583,"left",999,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",19,-0.0749999970197678,0.0749999970197678,4.65244905147965,"left",1266,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",20,-0.17499998,0.17499998,4.87569792437101,"left",5640,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",21,0.124999997019768,0.124999997019768,4.87321512086766,"right",845,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",22,-0.0749999970197678,0.0749999970197678,5.36447334122324,"left",916,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",23,0.17499998,0.17499998,5.11412876670118,"right",794,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",24,-0.0749999970197678,0.0749999970197678,4.70097111939541,"left",904,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",25,0.17499998,0.17499998,5.24323410784301,"right",2092,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",26,0.124999997019768,0.124999997019768,5.38007377250671,"left",994,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7003","w","23","right100.0","Threshold: 0.175",1,"imagery","right","yaw",27,0.17499998,0.17499998,4.93959312939575,"left",1415,0,"MISS"
